item,restaurant,price_usd
"
Salad
",wawa,4.99
"
Chocolate Chip Cookie
",wawa,0.99
"
Stuffed Pretzels
",wawa,1.69
"
Bagel Melt
",wawa,3.99
"
Frozen Cappuccino 12 Oz
",wawa,2.99
"
Frozen Cappuccino 24 Oz
",wawa,
"
Iced Latte 12 Oz
",wawa,2.99
"
Iced Latte 24 Oz
",wawa,3.19
"
Hot Latte or Hot Chocolate 12 Oz
",wawa,2.69
"
Hot Latte or Hot Chocolate 16 Oz
",wawa,2.99
"
Milkshake 12 Oz
",wawa,2.99
"
Milkshake 24 Oz
",wawa,3.99
"
Flurricane 16 Oz
",wawa,4.09
"
Coffee 16 Oz
",wawa,1.45
"
Coffee 24 Oz
",wawa,1.65
Dave’s Hot ‘n Juicy 1/4 lb. Single with Cheese,wendys,4.19
Dave’s Hot ‘n Juicy 1/4 lb. Single with Cheese – Combo,wendys,6.19
Dave’s Hot ‘n Juicy 1/2 lb.. Double with Cheese,wendys,5.19
Dave’s Hot ‘n Juicy 1/2 lb.. Double with Cheese – Combo,wendys,7.19
Dave’s Hot ‘n Juicy 3/4 lb. Triple with Cheese,wendys,6.09
Dave’s Hot ‘n Juicy 3/4 lb. Triple with Cheese – Combo,wendys,8.09
Baconator,wendys,6.09
Baconator – Combo,wendys,8.09
Son of Baconator,wendys,4.69
Son of Baconator – Combo,wendys,6.69
Gouda Bacon Cheeseburger (Limited Time),wendys,4.99
Gouda Bacon Cheeseburger – Combo (Limited Time),wendys,6.99
Upgrade to Medium Combo,wendys,0.60
Upgrade to Large Combo,wendys,1.10
Spicy Chicken,wendys,4.69
Spicy Chicken – Combo,wendys,6.69
Homestyle Chicken,wendys,4.69
Homestyle Chicken – Combo,wendys,6.69
Asiago Ranch Chicken Club,wendys,5.49
Asiago Ranch Chicken Club – Combo,wendys,7.49
Ultimate Chicken Grill,wendys,4.69
Ultimate Chicken Grill – Combo,wendys,6.69
10 Pc. Chicken Nuggets – Combo,wendys,5.99
Upgrade to Medium Combo,wendys,0.60
Upgrade to Large Combo,wendys,1.10
Apple Pecan Chicken,wendys,4.69
Apple Pecan Chicken,wendys,6.69
Asian Cashew Chicken,wendys,4.69
Asian Cashew Chicken,wendys,6.69
BBQ Ranch Chicken,wendys,4.69
BBQ Ranch Chicken,wendys,6.69
Spicy Chicken Caesar,wendys,4.69
Spicy Chicken Caesar,wendys,6.69
Jr. Cheeseburger Deluxe,wendys,1.89
Jr. Bacon Cheeseburger,wendys,1.99
Double Stack,wendys,2.09
6 Pc. Regular or Spicy Chicken Nuggets,wendys,1.79
Chicken Go Wrap (Spicy or Grilled),wendys,1.79
Caesar or Garden Side Salad,wendys,1.49
Chili,wendys,2.09
Jr. Cheeseburger,wendys,0.99
Crispy Chicken Sandwich,wendys,0.99
4 Pc. Regular or Spicy Chicken Nuggets,wendys,0.99
Value Natural-Cut Fries,wendys,0.99
Value Soft Drink,wendys,0.99
Small Frosty,wendys,0.99
Bacon & Cheese Baked Potato,wendys,2.89
Broccoli & Cheese Baked Potato,wendys,2.89
Natural-Cut Fries,wendys,1.69
Natural-Cut Fries,wendys,1.99
Natural-Cut Fries,wendys,2.19
Cheese Fries,wendys,2.19
Bacon Fondue Fries (Limited Time),wendys,1.99
Sour Cream & Chives Baked Potato,wendys,2.79
Rich & Meaty Chili,wendys,2.09
Rich & Meaty Chili,wendys,2.79
Caesar Side Salad,wendys,1.49
Garden Side Salad,wendys,1.49
Family Size Chili,wendys,9.99
Meal (Limited Time),wendys,4.00
Soft Drink or Freshly Brewed Iced Tea,wendys,1.69
Soft Drink or Freshly Brewed Iced Tea,wendys,1.89
Soft Drink or Freshly Brewed Iced Tea,wendys,2.19
Nestle Bottled Water,wendys,1.59
Trumoo Milk 1% Low-Fat (White or Chocolate),wendys,1.29
Hot Coffee (Regular or Decaf),wendys,0.99
Hot Coffee (Regular or Decaf),wendys,1.49
"Iced Coffee (Vanilla, Caramel, Mocha, or Skinny Vanilla)",wendys,1.79
"Iced Coffee (Vanilla, Caramel, Mocha, or Skinny Vanilla)",wendys,2.49
Premium Hot Tea,wendys,0.99
Espresso Chip Bar,wendys,1.39
Oatmeal Bar,wendys,1.39
Sugar Cookie,wendys,1.39
Chocolate Chunk Cookie,wendys,1.39
Double Chocolate Chip Cookie,wendys,1.39
Classic Frosty (Chocolate or Vanilla),wendys,0.99
Classic Frosty (Chocolate or Vanilla),wendys,1.99
Classic Frosty (Chocolate or Vanilla),wendys,2.29
All-Natural Lemonade,wendys,1.99
All-Natural Lemonade,wendys,2.29
All-Natural Lemonade,wendys,2.69
Strawberry Lemonade,wendys,2.29
Strawberry Lemonade,wendys,2.69
Strawberry Lemonade,wendys,3.19
Honest Tropical Green Tea,wendys,1.99
Honest Tropical Green Tea,wendys,2.29
Honest Tropical Green Tea,wendys,2.69
Grilled Chicken Wrap,wendys,3.79
4 Pc. Chicken Nuggets,wendys,3.69
Cheeseburger,wendys,3.69
Hamburger,wendys,3.39
The Frosty-ccino,wendys,
The Honey Butter Chicken Sandwich,wendys,
The Breakfast Baconator,wendys,
Maple Bacon Chicken Croissant,wendys,
"Sausage, Egg, & Swiss Croissant",wendys,
"Bacon, Egg, & Swiss Croissant",wendys,
"Sausage Egg, & Cheese Biscuit",wendys,
"Bacon, Egg, & Cheese Biscuit",wendys,
"Classic Sausage, Egg, & Cheese Sandwich",wendys,
"Classic Bacon, Egg, & Cheese Sandwich",wendys,
Cold Brew Iced Coffee,wendys,
Hot Coffee,wendys,
Seasoned Potatoes,wendys,
Oatmeal,wendys,
Seasonal Fruit,wendys,
Dave’s Craft Lemonades,wendys,
Whataburger,whataburger,3.09
Whataburger – Meal,whataburger,5.59
Double Meat Whataburger,whataburger,4.59
Double Meat Whataburger – Meal,whataburger,6.74
Triple Meat Whataburger,whataburger,6.09
Triple Meat Whataburger – Meal,whataburger,7.89
Jalapeño & Cheese Whataburger,whataburger,4.09
Jalapeño & Cheese Whataburger – Meal,whataburger,6.09
Bacon & Cheese Whataburger,whataburger,4.79
Bacon & Cheese Whataburger – Meal,whataburger,6.64
Double Meat Whataburger Jr.,whataburger,3.09
Double Meat Whataburger Jr. – Meal,whataburger,5.24
Whataburger Jr.,whataburger,2.19
Whataburger Jr. – Meal,whataburger,4.34
Chop House Cheddar Burger (Limited Time),whataburger,5.39
Chop House Cheddar Burger – Meal (Limited Time),whataburger,7.39
Whatachick’n Sandwich,whataburger,3.94
Whatachick’n Sandwich – Meal,whataburger,6.24
Grilled Chicken Sandwich,whataburger,3.94
Grilled Chicken Sandwich – Meal,whataburger,6.24
Chicken Fajita Taco,whataburger,3.94
Chicken Fajita Taco – Meal,whataburger,6.24
Whatachick’n Strips,whataburger,3.89
Whatachick’n Strips – Meal,whataburger,5.99
Whatachick’n Bites,whataburger,3.59
Whatachick’n Bites – Meal,whataburger,5.99
Whatachick’n Bites,whataburger,4.99
Whatachick’n Bites – Meal,whataburger,6.99
Grilled Chicken Melt,whataburger,4.19
Grilled Chicken Melt – Meal,whataburger,6.49
Taquito with Cheese,whataburger,2.54
Taquito with Cheese – Meal,whataburger,4.19
Breakfast On A Bun,whataburger,2.64
Breakfast On A Bun – Meal,whataburger,4.24
Biscuit Sandwich,whataburger,2.79
Biscuit Sandwich – Meal,whataburger,4.29
Pancake Platter,whataburger,3.49
Pancake Platter – Meal,whataburger,4.39
Breakfast Platter,whataburger,3.19
Breakfast Platter – Meal,whataburger,4.39
Honey Butter Chicken Biscuit,whataburger,2.59
Honey Butter Chicken Biscuit – Meal,whataburger,4.24
Biscuit & Gravy,whataburger,2.04
Biscuit & Gravy – Meal,whataburger,3.74
Taquito,whataburger,2.14
Biscuit Sandwich (Egg & Cheese),whataburger,1.89
Biscuit,whataburger,0.99
Cinnamon Roll,whataburger,1.79
Cinnamon Roll,whataburger,9.29
Pancakes,whataburger,2.59
Egg Sandwich,whataburger,1.74
Hash Brown Sticks,whataburger,1.54
Jalapeno Cheddar Biscuit Sandwich (Limited Time),whataburger,2.79
Jalapeno Cheddar Biscuit Sandwich – Meal (Limited Time),whataburger,4.29
Whataburger Patty Melt,whataburger,5.39
Whataburger Patty Melt – Meal,whataburger,7.39
A.1. Thick & Hearty Burger,whataburger,5.39
A.1. Thick & Hearty Burger – Meal,whataburger,7.39
Monterey Melt,whataburger,5.39
Monterey Melt – Meal,whataburger,7.39
Honey BBQ Chicken Strip Sandwich,whataburger,5.39
Honey BBQ Chicken Strip Sandwich – Meal,whataburger,7.39
Jalapeños or Grilled Peppers & Onions,whataburger,0.50
Avocado,whataburger,0.75
Bacon,whataburger,0.40
Cheese,whataburger,0.50
Justaburger,whataburger,3.19
Whatachick’n Strips,whataburger,3.79
Whatachick’n Bites,whataburger,3.79
Grilled Cheese,whataburger,3.39
Bacon & Cheese Whataburger Jr.,whataburger,3.39
Double Meat Whataburger Jr. with Cheese,whataburger,3.49
Chicken Fajita Taco,whataburger,3.94
Grilled Chicken Melt,whataburger,4.19
Grilled Chicken Sandwich,whataburger,3.94
Whatacatch Sandwich,whataburger,3.59
Apple & Cranberry Chicken Salad,whataburger,6.29
Garden Salad with Chicken,whataburger,5.99
Garden Salad,whataburger,4.04
Soft Drinks & Tea,whataburger,1.29
Soft Drinks & Tea,whataburger,1.59
Soft Drinks & Tea,whataburger,1.84
Soft Drinks & Tea,whataburger,2.09
Coffee,whataburger,1.29
Coffee,whataburger,1.44
Coffee,whataburger,1.69
"Shakes & Malts (Chocolate, Strawberry, or Vanilla)",whataburger,2.34
"Shakes & Malts (Chocolate, Strawberry, or Vanilla)",whataburger,2.79
"Shakes & Malts (Chocolate, Strawberry, or Vanilla)",whataburger,3.29
Orange Juice,whataburger,1.84
Milk,whataburger,1.29
French Fries,whataburger,1.54
French Fries,whataburger,1.84
French Fries,whataburger,2.09
Onion Rings,whataburger,2.09
Onion Rings,whataburger,2.39
Apple Slices,whataburger,1.49
Hot Apple or Lemon Pie,whataburger,0.99
Fruit Chews,whataburger,0.49
Cinnamon Roll,whataburger,1.79
Cinnamon Roll,whataburger,9.29
Chocolate Chunk Cookie,whataburger,0.99
Sugar Cookie,whataburger,0.99
