,restaurant_x,item,price,ms_index,ms_item,matched_2021,new_item_2022,menu_item_id,food_category,restaurant_y,item_name,item_description,serving_size,serving_size_text,serving_size_unit,serving_size_household,calories,total_fat,saturated_fat,trans_fat,cholesterol,sodium,carbohydrates,dietary_fiber,sugar,protein,potassium,notes,calories_text,total_fat_text,saturated_fat_text,trans_fat_text,cholesterol_text,sodium_text,carbohydrates_text,dietary_fiber_text,sugar_text,protein_text
100,burger_king,Cheeseburger,1.00,3214,Cheeseburger,1,0,8,Burgers,burger_king,Cheeseburger,"Cheeseburger, Flame Grilled Burgers",111,,g,,280,13.0,6,0,45,560,27,,7,15,,,,,,,,,,,,
101,burger_king,Crispy Chicken Jr.,1.00,3216,Spicy Crispy Chicken Jr. Sandwich,1,0,278,Sandwiches,burger_king,Spicy Crispy Chicken Jr. Sandwich,"Spicy Crispy Chicken Jr. Sandwich, Chicken & Fish",,,,,390,21.0,3.5,0,30,740,37,2,6,12,,,,,,,,,,,,
102,burger_king,Spicy Crispy Chicken Jr.,1.00,3216,Spicy Crispy Chicken Jr. Sandwich,1,0,278,Sandwiches,burger_king,Spicy Crispy Chicken Jr. Sandwich,"Spicy Crispy Chicken Jr. Sandwich, Chicken & Fish",,,,,390,21.0,3.5,0,30,740,37,2,6,12,,,,,,,,,,,,
103,burger_king,Rodeo Crispy Chicken,1.00,3218,Crispy Chicken Sandwich,1,0,284,Sandwiches,burger_king,Crispy Chicken Sandwich,"Crispy Chicken Sandwich, Chicken & Fish",,,,,670,41.0,7,0,60,1070,54,2,7,23,,,,,,,,,,,,
104,burger_king,Rodeo Burger,1.00,3284,Rodeo Burger,0,1,951990,Burgers,burger_king,Rodeo Burger,"Rodeo Burger, Flame Grilled Burgers",,,,,330,14.0,4.5,0,35,530,38,2,9,13,,,,,,,,,,,,
105,burger_king,Chicken Nuggets,1.19,3287,"Chicken Nuggets, 8 Piece",0,1,951993,Entrees,burger_king,"Chicken Nuggets, 8 Piece","Chicken Nuggets, 8 Piece, Chicken & Fish",,,,,340,22.0,3.5,0,45,630,21,1,0,16,,,,,,,,,,,,
106,burger_king,Soft Serve (Cup or Cone),1.00,3235,"Soft Serve, Cup",1,0,11658,Desserts,burger_king,"Soft Serve, Cup","Soft Serve, Cup, Sweets",,,,,170,4.5,3,0,20,150,28,0,24,5,,,,,,,,,,,,
107,burger_king,Apple Pie,1.49,3230,Hershey's Sundae Pie,1,0,4353,Desserts,burger_king,Hershey's Sundae Pie,"Hershey's Sundae Pie, Sweets",,,,,310,19.0,12,0,10,220,32,1,22,3,,,,,,,,,,,,
108,burger_king,Hershey’s Sundae Pie,1.69,3230,Hershey's Sundae Pie,1,0,4353,Desserts,burger_king,Hershey's Sundae Pie,"Hershey's Sundae Pie, Sweets",,,,,310,19.0,12,0,10,220,32,1,22,3,,,,,,,,,,,,
109,burger_king,Jalepeno Cheddar Bites,1.09,3293,"Jalapeno Cheddar Bites, 4 Piece",0,1,951999,Appetizers & Sides,burger_king,"Jalapeno Cheddar Bites, 4 Piece","Jalapeno Cheddar Bites, 4 Piece, Sides",,,,,160,9.0,3.5,0,10,450,17,1,,4,,,,,,,,,,,,
110,burger_king,Onion Rings,1.79,3227,"Onion Rings, Medium",1,0,2130,Appetizers & Sides,burger_king,"Onion Rings, Medium","Onion Rings, Medium, Sides",117,,g,,560,36.0,6,0,20,1320,56,0,5,4,,,,,,,,,,,,
111,burger_king,Onion Rings,2.19,3227,"Onion Rings, Medium",1,0,2130,Appetizers & Sides,burger_king,"Onion Rings, Medium","Onion Rings, Medium, Sides",117,,g,,560,36.0,6,0,20,1320,56,0,5,4,,,,,,,,,,,,
112,burger_king,Onion Rings,2.39,3227,"Onion Rings, Medium",1,0,2130,Appetizers & Sides,burger_king,"Onion Rings, Medium","Onion Rings, Medium, Sides",117,,g,,560,36.0,6,0,20,1320,56,0,5,4,,,,,,,,,,,,
113,burger_king,French Fries,1.79,3266,"Classic Fries, Medium",1,0,926500,Fried Potatoes,burger_king,"Classic Fries, Medium","Classic Fries, Medium, Sides",,,,,380,17.0,3,0,0,570,53,4,0,5,,,,,,,,,,,,
114,burger_king,French Fries,2.19,3266,"Classic Fries, Medium",1,0,926500,Fried Potatoes,burger_king,"Classic Fries, Medium","Classic Fries, Medium, Sides",,,,,380,17.0,3,0,0,570,53,4,0,5,,,,,,,,,,,,
115,burger_king,French Fries,2.39,3266,"Classic Fries, Medium",1,0,926500,Fried Potatoes,burger_king,"Classic Fries, Medium","Classic Fries, Medium, Sides",,,,,380,17.0,3,0,0,570,53,4,0,5,,,,,,,,,,,,
116,burger_king,Crispy Chicken Garden Salad,7.09,3320,Crispy Chicken Garden Salad,0,1,952026,Salads,burger_king,Crispy Chicken Garden Salad,"Crispy Chicken Garden Salad, Salads & Veggies",,,,,870,71.0,14,0,100,1610,35,3,7,27,,,,,,,,,,,,
117,burger_king,Crispy Chicken Club Salad,7.09,3320,Crispy Chicken Garden Salad,0,1,952026,Salads,burger_king,Crispy Chicken Garden Salad,"Crispy Chicken Garden Salad, Salads & Veggies",,,,,870,71.0,14,0,100,1610,35,3,7,27,,,,,,,,,,,,
118,burger_king,Garden Grilled Chicken Salad,5.59,3320,Crispy Chicken Garden Salad,0,1,952026,Salads,burger_king,Crispy Chicken Garden Salad,"Crispy Chicken Garden Salad, Salads & Veggies",,,,,870,71.0,14,0,100,1610,35,3,7,27,,,,,,,,,,,,
119,burger_king,Side Salad (Garden),1.99,3321,Side Garden Salad,0,1,952027,Salads,burger_king,Side Garden Salad,"Side Garden Salad, Salads & Veggies",,,,,320,32.0,6,0,20,340,5,1,4,5,,,,,,,,,,,,
120,burger_king,Sundae (Caramel or Chocolate Fudge),1.59,3314,Chocolate Fudge Sundae,0,1,952020,Desserts,burger_king,Chocolate Fudge Sundae,"Chocolate Fudge Sundae, Sweets",,,,,270,7.0,5,0,20,220,47,,41,6,,,,,,,,,,,,
121,burger_king,Soft Serve (Cone or Cup),1.00,3234,"Soft Serve, Cone",1,0,11657,Desserts,burger_king,"Soft Serve, Cone","Soft Serve, Cone, Sweets",,,,,140,4.0,3,0,15,100,24,0,17,3,,,,,,,,,,,,
122,burger_king,French Toast Sticks,1.00,3228,"Breakfast Sides, French Toast Sticks, 3",1,0,3782,Appetizers & Sides,burger_king,"Breakfast Sides, French Toast Sticks, 3","Breakfast Sides, French Toast Sticks, 3, Breakfast",,,,,230,11.0,2,0,0,260,29,2,8,3,,,,,,,,,,,,
123,burger_king,French Toast Sticks,1.99,3228,"Breakfast Sides, French Toast Sticks, 3",1,0,3782,Appetizers & Sides,burger_king,"Breakfast Sides, French Toast Sticks, 3","Breakfast Sides, French Toast Sticks, 3, Breakfast",,,,,230,11.0,2,0,0,260,29,2,8,3,,,,,,,,,,,,
124,burger_king,Smooth Roast Coffee,1.00,3298,"Iced Coffee Plain, Small",0,1,952004,Beverages,burger_king,"Iced Coffee Plain, Small","Iced Coffee Plain, Small, Drinks & Coffee",,,,,150,8.0,4,0,25,30,21,0,21,1,,,,,,,,,,,,
125,burger_king,Smooth Roast Coffee,1.59,3298,"Iced Coffee Plain, Small",0,1,952004,Beverages,burger_king,"Iced Coffee Plain, Small","Iced Coffee Plain, Small, Drinks & Coffee",,,,,150,8.0,4,0,25,30,21,0,21,1,,,,,,,,,,,,
126,burger_king,Smooth Roast Coffee,1.79,3298,"Iced Coffee Plain, Small",0,1,952004,Beverages,burger_king,"Iced Coffee Plain, Small","Iced Coffee Plain, Small, Drinks & Coffee",,,,,150,8.0,4,0,25,30,21,0,21,1,,,,,,,,,,,,
127,burger_king,Smooth Roast Iced Coffee (Plain or Vanilla),1.89,3298,"Iced Coffee Plain, Small",0,1,952004,Beverages,burger_king,"Iced Coffee Plain, Small","Iced Coffee Plain, Small, Drinks & Coffee",,,,,150,8.0,4,0,25,30,21,0,21,1,,,,,,,,,,,,
128,burger_king,Smooth Roast Iced Coffee (Plain or Vanilla),2.39,3298,"Iced Coffee Plain, Small",0,1,952004,Beverages,burger_king,"Iced Coffee Plain, Small","Iced Coffee Plain, Small, Drinks & Coffee",,,,,150,8.0,4,0,25,30,21,0,21,1,,,,,,,,,,,,
129,burger_king,Smooth Roast Iced Coffee (Plain or Vanilla),2.89,3298,"Iced Coffee Plain, Small",0,1,952004,Beverages,burger_king,"Iced Coffee Plain, Small","Iced Coffee Plain, Small, Drinks & Coffee",,,,,150,8.0,4,0,25,30,21,0,21,1,,,,,,,,,,,,
130,burger_king,Iced Tea (Sweet or Unsweetened),1.79,3313,Value Sweetened Iced Tea,0,1,952019,Beverages,burger_king,Value Sweetened Iced Tea,"Value Sweetened Iced Tea, Drinks & Coffee",,,,,100,0.0,0,0,0,0,19,0,25,0,,,,,,,,,,,,
131,burger_king,Iced Tea (Sweet or Unsweetened),2.09,3313,Value Sweetened Iced Tea,0,1,952019,Beverages,burger_king,Value Sweetened Iced Tea,"Value Sweetened Iced Tea, Drinks & Coffee",,,,,100,0.0,0,0,0,0,19,0,25,0,,,,,,,,,,,,
132,burger_king,Iced Tea (Sweet or Unsweetened),2.39,3313,Value Sweetened Iced Tea,0,1,952019,Beverages,burger_king,Value Sweetened Iced Tea,"Value Sweetened Iced Tea, Drinks & Coffee",,,,,100,0.0,0,0,0,0,19,0,25,0,,,,,,,,,,,,
133,burger_king,Orange Juice,1.69,3299,Simply Orange Juice,0,1,952005,Beverages,burger_king,Simply Orange Juice,"Simply Orange Juice, Drinks & Coffee",,,,,140,0.0,0,0,0,20,33,0,30,2,,,,,,,,,,,,
134,burger_king,Apple Juice,1.29,3248,Capri Sun Apple Juice,1,0,91342,Beverages,burger_king,Capri Sun Apple Juice,"Capri Sun Apple Juice, Drinks & Coffee",,,,,80,0.0,0,0,0,25,20,0,20,0,,,,,,,,,,,,
135,burger_king,Bottled Water,1.09,3295,Bottled Nestle Pure Life Purified Water,0,1,952001,Beverages,burger_king,Bottled Nestle Pure Life Purified Water,"Bottled Nestle Pure Life Purified Water, Drinks & Coffee",,,,,0,0.0,0,0,0,30,0,0,0,0,,,,,,,,,,,,
136,burger_king,Double Cheeseburger – Meal,4.99,3255,Double Cheeseburger,1,0,170894,Burgers,burger_king,Double Cheeseburger,"Double Cheeseburger, Flame Grilled Burgers",148,,g,,390,21.0,9,0,85,590,27,,7,23,,,,,,,,,,,,
137,burger_king,Chicken Nuggets – Meal,3.99,3287,"Chicken Nuggets, 8 Piece",0,1,951993,Entrees,burger_king,"Chicken Nuggets, 8 Piece","Chicken Nuggets, 8 Piece, Chicken & Fish",,,,,340,22.0,3.5,0,45,630,21,1,0,16,,,,,,,,,,,,
138,burger_king,Chicken Nuggets – Meal,4.99,3287,"Chicken Nuggets, 8 Piece",0,1,951993,Entrees,burger_king,"Chicken Nuggets, 8 Piece","Chicken Nuggets, 8 Piece, Chicken & Fish",,,,,340,22.0,3.5,0,45,630,21,1,0,16,,,,,,,,,,,,
139,chick-fil-a,Chick-fil-A Chicken Sandwich,3.05,4992,Chick-fil-A Chicken Sandwich,1,0,300,Sandwiches,chick_fil_a,Chick-fil-A Chicken Sandwich,"Chick-fil-A Chicken Sandwich, Entrees",183,,g,,440,17.0,4,0,70,1400,41,1,6,29,,,,,,,,,,,,
140,chick-fil-a,Chick-fil-A Chicken Sandwich – Combo,5.95,4992,Chick-fil-A Chicken Sandwich,1,0,300,Sandwiches,chick_fil_a,Chick-fil-A Chicken Sandwich,"Chick-fil-A Chicken Sandwich, Entrees",183,,g,,440,17.0,4,0,70,1400,41,1,6,29,,,,,,,,,,,,
141,chick-fil-a,Chick-fil-A Chicken Deluxe Sandwich,3.65,4992,Chick-fil-A Chicken Sandwich,1,0,300,Sandwiches,chick_fil_a,Chick-fil-A Chicken Sandwich,"Chick-fil-A Chicken Sandwich, Entrees",183,,g,,440,17.0,4,0,70,1400,41,1,6,29,,,,,,,,,,,,
142,chick-fil-a,Chick-fil-A Chicken Deluxe Sandwich – Combo,6.55,4992,Chick-fil-A Chicken Sandwich,1,0,300,Sandwiches,chick_fil_a,Chick-fil-A Chicken Sandwich,"Chick-fil-A Chicken Sandwich, Entrees",183,,g,,440,17.0,4,0,70,1400,41,1,6,29,,,,,,,,,,,,
143,chick-fil-a,Spicy Chicken Sandwich,3.29,5085,Spicy Chicken Sandwich,1,0,927928,Sandwiches,chick_fil_a,Spicy Chicken Sandwich,"Spicy Chicken Sandwich, Entrees",188,,g,,460,19.0,4,0,65,1670,45,2,6,28,,,,,,,,,,,,
144,chick-fil-a,Spicy Chicken Sandwich – Combo,6.19,5085,Spicy Chicken Sandwich,1,0,927928,Sandwiches,chick_fil_a,Spicy Chicken Sandwich,"Spicy Chicken Sandwich, Entrees",188,,g,,460,19.0,4,0,65,1670,45,2,6,28,,,,,,,,,,,,
145,chick-fil-a,Spicy Chicken Deluxe Sandwich,3.89,5085,Spicy Chicken Sandwich,1,0,927928,Sandwiches,chick_fil_a,Spicy Chicken Sandwich,"Spicy Chicken Sandwich, Entrees",188,,g,,460,19.0,4,0,65,1670,45,2,6,28,,,,,,,,,,,,
146,chick-fil-a,Spicy Chicken Deluxe Sandwich – Combo,6.79,5085,Spicy Chicken Sandwich,1,0,927928,Sandwiches,chick_fil_a,Spicy Chicken Sandwich,"Spicy Chicken Sandwich, Entrees",188,,g,,460,19.0,4,0,65,1670,45,2,6,28,,,,,,,,,,,,
147,chick-fil-a,Chick-fil-A Nuggets,3.05,5058,"Chick-fil-A Nuggets, 8ct",1,0,180298,Entrees,chick_fil_a,"Chick-fil-A Nuggets, 8ct","Chick-fil-A Nuggets, 8ct, Entrees",113,,g,,250,11.0,2.5,0,85,1210,11,0,1,27,,,,,,,,,,,,
148,chick-fil-a,Chick-fil-A Nuggets,4.45,5058,"Chick-fil-A Nuggets, 8ct",1,0,180298,Entrees,chick_fil_a,"Chick-fil-A Nuggets, 8ct","Chick-fil-A Nuggets, 8ct, Entrees",113,,g,,250,11.0,2.5,0,85,1210,11,0,1,27,,,,,,,,,,,,
149,chick-fil-a,Chick-fil-A Nuggets – Combo,5.95,5058,"Chick-fil-A Nuggets, 8ct",1,0,180298,Entrees,chick_fil_a,"Chick-fil-A Nuggets, 8ct","Chick-fil-A Nuggets, 8ct, Entrees",113,,g,,250,11.0,2.5,0,85,1210,11,0,1,27,,,,,,,,,,,,
150,chick-fil-a,Chick-fil-A Nuggets – Combo,8.59,5058,"Chick-fil-A Nuggets, 8ct",1,0,180298,Entrees,chick_fil_a,"Chick-fil-A Nuggets, 8ct","Chick-fil-A Nuggets, 8ct, Entrees",113,,g,,250,11.0,2.5,0,85,1210,11,0,1,27,,,,,,,,,,,,
151,chick-fil-a,Chick-fil-A Nuggets (Grilled),3.85,5058,"Chick-fil-A Nuggets, 8ct",1,0,180298,Entrees,chick_fil_a,"Chick-fil-A Nuggets, 8ct","Chick-fil-A Nuggets, 8ct, Entrees",113,,g,,250,11.0,2.5,0,85,1210,11,0,1,27,,,,,,,,,,,,
152,chick-fil-a,Chick-fil-A Nuggets (Grilled),5.75,5058,"Chick-fil-A Nuggets, 8ct",1,0,180298,Entrees,chick_fil_a,"Chick-fil-A Nuggets, 8ct","Chick-fil-A Nuggets, 8ct, Entrees",113,,g,,250,11.0,2.5,0,85,1210,11,0,1,27,,,,,,,,,,,,
153,chick-fil-a,Chick-fil-A Nuggets (Grilled) – Combo,6.75,5058,"Chick-fil-A Nuggets, 8ct",1,0,180298,Entrees,chick_fil_a,"Chick-fil-A Nuggets, 8ct","Chick-fil-A Nuggets, 8ct, Entrees",113,,g,,250,11.0,2.5,0,85,1210,11,0,1,27,,,,,,,,,,,,
154,chick-fil-a,Chick-fil-A Nuggets (Grilled) – Combo,8.59,5058,"Chick-fil-A Nuggets, 8ct",1,0,180298,Entrees,chick_fil_a,"Chick-fil-A Nuggets, 8ct","Chick-fil-A Nuggets, 8ct, Entrees",113,,g,,250,11.0,2.5,0,85,1210,11,0,1,27,,,,,,,,,,,,
155,chick-fil-a,Chick-n-Strips – Combo,6.25,5192,2ct Chick-n-Strips Kid's Meal,0,1,952161,Entrees,chick_fil_a,2ct Chick-n-Strips Kid's Meal,"2ct Chick-n-Strips Kid's Meal, Kid's Meal Sides, Prize, Beverage, Kid's Meals",91,,g,,200,9.0,2,0,50,580,11,0,1,19,,,,,,,,,,,,
156,chick-fil-a,Chick-n-Strips – Combo,7.25,5192,2ct Chick-n-Strips Kid's Meal,0,1,952161,Entrees,chick_fil_a,2ct Chick-n-Strips Kid's Meal,"2ct Chick-n-Strips Kid's Meal, Kid's Meal Sides, Prize, Beverage, Kid's Meals",91,,g,,200,9.0,2,0,50,580,11,0,1,19,,,,,,,,,,,,
157,chick-fil-a,Grilled Chicken Sandwich,4.39,4993,Grilled Chicken Sandwich,1,0,301,Sandwiches,chick_fil_a,Grilled Chicken Sandwich,"Grilled Chicken Sandwich, Entrees",218,,g,,380,12.0,2,0,75,760,43,3,11,28,,,,,,,,,,,,
158,chick-fil-a,Grilled Chicken Sandwich – Combo,7.19,4993,Grilled Chicken Sandwich,1,0,301,Sandwiches,chick_fil_a,Grilled Chicken Sandwich,"Grilled Chicken Sandwich, Entrees",218,,g,,380,12.0,2,0,75,760,43,3,11,28,,,,,,,,,,,,
159,chick-fil-a,Grilled Chicken Club Sandwich,5.59,4993,Grilled Chicken Sandwich,1,0,301,Sandwiches,chick_fil_a,Grilled Chicken Sandwich,"Grilled Chicken Sandwich, Entrees",218,,g,,380,12.0,2,0,75,760,43,3,11,28,,,,,,,,,,,,
160,chick-fil-a,Grilled Chicken Club Sandwich – Combo,8.39,4993,Grilled Chicken Sandwich,1,0,301,Sandwiches,chick_fil_a,Grilled Chicken Sandwich,"Grilled Chicken Sandwich, Entrees",218,,g,,380,12.0,2,0,75,760,43,3,11,28,,,,,,,,,,,,
161,chick-fil-a,Chicken Salad Sandwich,3.99,5085,Spicy Chicken Sandwich,1,0,927928,Sandwiches,chick_fil_a,Spicy Chicken Sandwich,"Spicy Chicken Sandwich, Entrees",188,,g,,460,19.0,4,0,65,1670,45,2,6,28,,,,,,,,,,,,
162,chick-fil-a,Chicken Salad Sandwich – Combo,6.79,5085,Spicy Chicken Sandwich,1,0,927928,Sandwiches,chick_fil_a,Spicy Chicken Sandwich,"Spicy Chicken Sandwich, Entrees",188,,g,,460,19.0,4,0,65,1670,45,2,6,28,,,,,,,,,,,,
163,chick-fil-a,Grilled Chicken Cool Wrap,5.19,5109,Chick-fil-A Cool Wrap,1,0,944962,Sandwiches,chick_fil_a,Chick-fil-A Cool Wrap,"Chick-fil-A Cool Wrap, Entrees",231,,g,,660,45.0,9,0,110,1420,32,14,5,43,,,,,,,,,,,,
164,chick-fil-a,Grilled Chicken Cool Wrap – Combo,8.15,5109,Chick-fil-A Cool Wrap,1,0,944962,Sandwiches,chick_fil_a,Chick-fil-A Cool Wrap,"Chick-fil-A Cool Wrap, Entrees",231,,g,,660,45.0,9,0,110,1420,32,14,5,43,,,,,,,,,,,,
165,chick-fil-a,Soup & Salad (Large Chicken Soup and Side Salad),8.35,5002,Side Salad,1,0,12657,Salads,chick_fil_a,Side Salad,"Side Salad, Sides",102,,g,,470,42.0,8,0,35,690,16,4,5,7,,,,,,,,,,,,
166,chick-fil-a,Chilled Grilled Chicken Sub Sandwich (Limited Time),4.79,5142,"Chilled Grilled Chicken Sub Sandwich Tray, Small",1,0,945008,Sandwiches,chick_fil_a,"Chilled Grilled Chicken Sub Sandwich Tray, Small","Chilled Grilled Chicken Sub Sandwich Tray, Small, Trays",115,,g,,220,6.0,2.5,0,50,450,24,0,5,18,,,,,,,,,,,,
167,chick-fil-a,Substitute Medium Premium Side,1.00,5157,"Kale Crunch Side Tray, Small",1,0,945029,Appetizers & Sides,chick_fil_a,"Kale Crunch Side Tray, Small","Kale Crunch Side Tray, Small, Trays",510,,g,,570,37.0,6,0,0,1120,56,12,30,11,,,,,,,,,,,,
168,chick-fil-a,Upsize Fries & Drink,0.46,5153,"Mac & Cheese Tray, Small",1,0,945023,Appetizers & Sides,chick_fil_a,"Mac & Cheese Tray, Small","Mac & Cheese Tray, Small, Trays",2481,,g,,4920,312.0,178,3.5,750,13020,308,31,36,221,,,,,,,,,,,,
169,chick-fil-a,Waffle Potato Fries,1.55,5186,"Chick-fil-A Waffle Potato Fries, Small",0,1,952155,Fried Potatoes,chick_fil_a,"Chick-fil-A Waffle Potato Fries, Small","Chick-fil-A Waffle Potato Fries, Small, Sides",96,,g,,320,19.0,3,0,0,190,35,4,1,4,,,,,,,,,,,,
170,chick-fil-a,Waffle Potato Fries,1.65,5186,"Chick-fil-A Waffle Potato Fries, Small",0,1,952155,Fried Potatoes,chick_fil_a,"Chick-fil-A Waffle Potato Fries, Small","Chick-fil-A Waffle Potato Fries, Small, Sides",96,,g,,320,19.0,3,0,0,190,35,4,1,4,,,,,,,,,,,,
171,chick-fil-a,Waffle Potato Fries,1.85,5186,"Chick-fil-A Waffle Potato Fries, Small",0,1,952155,Fried Potatoes,chick_fil_a,"Chick-fil-A Waffle Potato Fries, Small","Chick-fil-A Waffle Potato Fries, Small, Sides",96,,g,,320,19.0,3,0,0,190,35,4,1,4,,,,,,,,,,,,
172,chick-fil-a,Baked Potato with Butter,1.65,5186,"Chick-fil-A Waffle Potato Fries, Small",0,1,952155,Fried Potatoes,chick_fil_a,"Chick-fil-A Waffle Potato Fries, Small","Chick-fil-A Waffle Potato Fries, Small, Sides",96,,g,,320,19.0,3,0,0,190,35,4,1,4,,,,,,,,,,,,
173,chick-fil-a,Fruit Cup,2.05,5062,"Fruit Cup, Small",1,0,180305,Appetizers & Sides,chick_fil_a,"Fruit Cup, Small","Fruit Cup, Small, Breakfast",102,,g,,50,0.0,0,0,0,0,13,2,9,1,,,,,,,,,,,,
174,chick-fil-a,Fruit Cup,2.75,5062,"Fruit Cup, Small",1,0,180305,Appetizers & Sides,chick_fil_a,"Fruit Cup, Small","Fruit Cup, Small, Breakfast",102,,g,,50,0.0,0,0,0,0,13,2,9,1,,,,,,,,,,,,
175,chick-fil-a,Fruit Cup,4.25,5062,"Fruit Cup, Small",1,0,180305,Appetizers & Sides,chick_fil_a,"Fruit Cup, Small","Fruit Cup, Small, Breakfast",102,,g,,50,0.0,0,0,0,0,13,2,9,1,,,,,,,,,,,,
176,chick-fil-a,Side Salad,2.89,5002,Side Salad,1,0,12657,Salads,chick_fil_a,Side Salad,"Side Salad, Sides",102,,g,,470,42.0,8,0,35,690,16,4,5,7,,,,,,,,,,,,
177,chick-fil-a,Chicken Soup,2.65,5061,"Chicken Noodle Soup, Cup",1,0,180302,Soup,chick_fil_a,"Chicken Noodle Soup, Cup","Chicken Noodle Soup, Cup, Sides",136,,g,,170,4.0,1,0,30,1220,25,1,1,10,,,,,,,,,,,,
178,chick-fil-a,Chicken Soup,4.35,5061,"Chicken Noodle Soup, Cup",1,0,180302,Soup,chick_fil_a,"Chicken Noodle Soup, Cup","Chicken Noodle Soup, Cup, Sides",136,,g,,170,4.0,1,0,30,1220,25,1,1,10,,,,,,,,,,,,
179,chick-fil-a,Chicken Tortilla Soup (Limited Time),3.75,5189,"Chicken Tortilla Soup, Cup",0,1,952158,Soup,chick_fil_a,"Chicken Tortilla Soup, Cup","Chicken Tortilla Soup, Cup, Sides",233,,g,,340,10.0,3,0,45,1050,38,17,4,23,,,,,,,,,,,,
180,chick-fil-a,Chicken Tortilla Soup (Limited Time),6.05,5189,"Chicken Tortilla Soup, Cup",0,1,952158,Soup,chick_fil_a,"Chicken Tortilla Soup, Cup","Chicken Tortilla Soup, Cup, Sides",233,,g,,340,10.0,3,0,45,1050,38,17,4,23,,,,,,,,,,,,
181,chick-fil-a,Superfood Salad (Limited Time),2.89,5041,Cobb Salad w/ No Chicken,1,0,150775,Salads,chick_fil_a,Cobb Salad w/ No Chicken,"Cobb Salad w/ No Chicken, Salads",300,,g,,600,49.0,11,0,155,1010,23,5,9,16,,,,,,,,,,,,
182,chick-fil-a,Superfood Salad (Limited Time),3.89,5041,Cobb Salad w/ No Chicken,1,0,150775,Salads,chick_fil_a,Cobb Salad w/ No Chicken,"Cobb Salad w/ No Chicken, Salads",300,,g,,600,49.0,11,0,155,1010,23,5,9,16,,,,,,,,,,,,
183,chick-fil-a,Chicken Salad Cup,3.19,5041,Cobb Salad w/ No Chicken,1,0,150775,Salads,chick_fil_a,Cobb Salad w/ No Chicken,"Cobb Salad w/ No Chicken, Salads",300,,g,,600,49.0,11,0,155,1010,23,5,9,16,,,,,,,,,,,,
184,chick-fil-a,Chicken Salad Cup,5.15,5041,Cobb Salad w/ No Chicken,1,0,150775,Salads,chick_fil_a,Cobb Salad w/ No Chicken,"Cobb Salad w/ No Chicken, Salads",300,,g,,600,49.0,11,0,155,1010,23,5,9,16,,,,,,,,,,,,
185,chick-fil-a,Grilled Nuggets,3.75,5028,"Grilled Nuggets, 8ct",1,0,92128,Entrees,chick_fil_a,"Grilled Nuggets, 8ct","Grilled Nuggets, 8ct, Entrees",95,,g,,130,3.0,0.5,0,85,440,1,0,1,25,,,,,,,,,,,,
186,chick-fil-a,Grilled Nuggets,4.65,5028,"Grilled Nuggets, 8ct",1,0,92128,Entrees,chick_fil_a,"Grilled Nuggets, 8ct","Grilled Nuggets, 8ct, Entrees",95,,g,,130,3.0,0.5,0,85,440,1,0,1,25,,,,,,,,,,,,
187,chick-fil-a,Cobb Salad,7.19,5025,Cobb Salad w/ Nuggets,1,0,60559,Salads,chick_fil_a,Cobb Salad w/ Nuggets,"Cobb Salad w/ Nuggets, Salads",413,,g,,850,61.0,13,0,235,2220,34,5,9,42,,,,,,,,,,,,
188,chick-fil-a,Grilled Market Salad,7.19,5038,Grilled Market Salad w/ Nuggets,1,0,150772,Salads,chick_fil_a,Grilled Market Salad w/ Nuggets,"Grilled Market Salad w/ Nuggets, Salads",354,,g,,690,40.0,8,0,90,1860,51,5,27,34,,,,,,,,,,,,
189,chick-fil-a,Grilled Market Salad w/ No Chicken,6.19,5037,Grilled Market Salad w/ No Chicken,1,0,150771,Salads,chick_fil_a,Grilled Market Salad w/ No Chicken,"Grilled Market Salad w/ No Chicken, Salads",241,,g,,440,29.0,5.5,0,10,650,40,5,26,7,,,,,,,,,,,,
190,chick-fil-a,Grilled Market Salad w/ Chick-fil-A Filet,8.19,5105,Grilled Market Salad w/ Chick-fil-A Filet,1,0,944957,Salads,chick_fil_a,Grilled Market Salad w/ Chick-fil-A Filet,"Grilled Market Salad w/ Chick-fil-A Filet, Salads",356,,g,,690,41.0,8,0,80,1770,53,5,27,31,,,,,,,,,,,,
191,chick-fil-a,Grilled Market Salad w/ Chick-n-Strips,8.19,5035,Grilled Market Salad w/ Chick-fil-A Chick-n-Strips,1,0,150769,Salads,chick_fil_a,Grilled Market Salad w/ Chick-fil-A Chick-n-Strips,"Grilled Market Salad w/ Chick-fil-A Chick-n-Strips, Salads",377,,g,,750,43.0,8,0,85,1520,57,5,27,36,,,,,,,,,,,,
192,chick-fil-a,Grilled Market Salad w/ Grilled Filet (Cold),8.19,5183,Grilled Market Salad w/ Grilled Filet (Cold),0,1,952152,Salads,chick_fil_a,Grilled Market Salad w/ Grilled Filet (Cold),"Grilled Market Salad w/ Grilled Filet (Cold), Salads",321,,g,,510,31.0,6,0,80,1020,41,5,26,28,,,,,,,,,,,,
193,chick-fil-a,Grilled Market Salad w/ Grilled Filet (Warm),8.19,5185,Grilled Market Salad w/ Grilled Filet (Warm),0,1,952154,Salads,chick_fil_a,Grilled Market Salad w/ Grilled Filet (Warm),"Grilled Market Salad w/ Grilled Filet (Warm), Salads",325,,g,,550,31.0,6,0,80,1020,42,5,26,28,,,,,,,,,,,,
